id	utterance	slot_labels	intent
137	"JAKARTA, June 10 (Reuters) - Southeast Asian nations are battling a surge in dengue cases, amid signs that climate change could make 2007 the worst year on record for a disease that often gets less attention than some higher-profile health risks."	O O O O O O O O O O O B-MED I-MED I-MED I-MED O O O O O O O O O O O O O O O B-MED O O O O O O O O B-MED I-MED	request
138	"We are in akachon intersection of I 32 at the hospital where there is water and medicine, please help us"	O O O O O O O O O O B-MED O O O B-WAT O B-MED O B-OTH O	request
139	I live in Petit-Goave and the people there have all kinds of problems because we are not getting any help over there.  Can you please send us some help and food please.	O O O O O O O O O O O O O O O O O O O B-OTH O O O O O O B-OTH I-OTH I-OTH I-OTH O B-FD O	request
140	Haitian Presidential Palace damaged by the earthquake.  Imagine what happened to the houses of the poor. .  Haiti needs aid immediately	O O O O O O O O O O O O O B-SHL O O O O O O O B-OTH O	request
141	"During 2002, in addition to the regular SFP, there will be a mother and child nutrition component to cater for the malnourished pregnant and nursing mothers and pre-school children."	O O O O O O O O O O O O O O O B-FD O O O O O B-FD B-MED I-MED I-MED I-MED O O O	request
142	"Help please, we need help at Christ-Roi street, Impasse Cedor.  We need food, water, medical care and tents because there are two newborn babies in the.  ."	B-OTH O O B-OTH I-OTH O O O O O O O B-FD I-FD B-WAT B-MED I-MED O B-SHL O O O O B-MED I-MED O O O O	request
143	Please I would most like information about a Swiss or French visa	O O O O O B-OTH O O O O O O	request
144	"YANGON, Sep 11, 2008 (Xinhua via COMTEX News Network) -- International non-governmental organizations (INGOs) will rebuild some rural healthcare facilities in Myanmar's Ayeyawaddy delta destroyed by a cyclone storm in early last May, the local Biweekly Eleven News reported Friday."	O O O O O O O O O O O O O O O B-OTH O O B-MED O O O O O O O O O O O O O O O O O O O O O	request
145	I am a victim.  I have a head wound.  I am not comfortable at all.  How can I find help with this sickness	O O O O O O O O B-MED I-MED O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED	request
146	Cashew nuts provide the main source of cash for two thirds of Guinea-Bissau's peasant farmers and exports of cashew nuts are the country's main source of foreign exchange.	B-FD I-FD O O O B-OTH I-OTH I-OTH O O O O O O O O O O B-FD I-FD O O O O O O B-OTH I-OTH	request
147	"how come red cross doesn't provide people with nutrition that could make increse blood in our body.  I beleive it is impossible to donate blood because everyone has their own problems, because they are weak."	O O O O O O O O B-FD O O O B-MED I-MED O O O O O O O O O O B-MED I-MED O O O O O O O O O B-MED	request
148	"Good evening persons in charge, we still have not recieved any emergency aide at Labelaire, fontamara 43"	O O O O O O O O O O O B-OTH I-OTH O O O O	request
149	"We are afraid of a huge mudslide triggered by heavy rain.  In Bela village, Gushta district, 200 families have moved to an adjacent village as a result of the flood threat.  On October 31 a massive cyclone hit the state of Orissa in northern India.  11/11/2013 14:58 GMT MOGADISHU, November 11, 2013 (AFP) - At least 100 people are feared dead in a ferocious storm battering Somalia's northeastern Puntland region, the local government said Monday, warning that hundreds more are missing"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	request
150	I would like to know when they will continue to remove the dead bodies in Descombes and decrease as soon as possible the risk of epidemics.  Thank you!	O O O O O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED O O O	request
151	"Other our urgent is the fever get ravage transport the people that stable, itis a quetion to give some little box medicine while they give us the little substance thank u"	O O O O O B-MED O O B-OTH O O O O O O O O O O O O B-MED O O O O O O O O O	request
152	"we are a whole bunch at Mangonese road, in christ roi port au prince.  we need water food and medical assistance"	O O O O O O O O O O O O O O O O B-WAT I-WAT B-FD O B-MED I-MED	request
153	nesMohwinckel Back in NYC.  Rode back w A&amp;J on LIRR.  Wondering what/when/where more help will be needed.  @RedCrossNY #Sandy	O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O	request
154	The current economic downturn has also resulted in a shortfall of donations in United States.	O O O O O O O O O O O B-OTH O O O	request
155	"DO need of in-kind supplies: trauma kits, sterilization equipment which does not need electricity, new emergency health kits"	O O O O B-OTH B-MED O B-OTH I-OTH O O O O B-OTH O B-MED I-MED I-MED	request
156	I have a son who'd been hurt.  They took him away for treatment? but O don't know to what hospital they.  .	O O O O O O B-MED O O O O O O B-MED O O O O O O B-MED O O O	request
157	"the address is latan imp des fleurs number 2----please hurry we nee water, food and sheets! we have babies in here that has noting!!"	O O O O O O O O O O O O B-WAT B-FD O B-OTH O O O O O O O O	request
158	Please let me know where pregnant women can get help.  Please.  help.	O O O B-MED I-MED I-MED I-MED O O B-MED O O O B-MED	request
159	"Thousands of people suffering cold related diseases (cold, fevers, pneumonia, asthma, respiratory complications) in many affected districts have approached medical centres for treatments."	O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O O O O B-MED I-MED I-MED I-MED	request
160	"KABUL, Feb 17 (AFP) - At least 30 percent of children in Afghanistan's quake-hit Wardak province have caught pneumonia as continued aftershocks scare them into staying out doors in freezing temperatures, official Radio Shariat said Wednesday."	O O O O O O O O O O O O O O O O O O B-MED O O O O O O O O O O O O O O O O O	request
161	. .  .  earthquake	O O O O O O	request
162	I am quite ill and cannot find care.	O O O B-MED O B-MED I-MED I-MED	request
163	The the province of Carrefour the people are sleeping in the street in the dew.  The only thing they have received is water.  There is no food.  There are many pregnant women in the street	O O O O O O O O B-SHL I-SHL I-SHL I-SHL O O O O O O O O O O O B-WAT O O O B-FD I-FD O O O O B-MED I-MED O O O	request
164	"Hello please help us, we are in croix des bouquets Rue Fort Dargout ( street ) we don't have food or water, we are in the streets, we have sick people with us, we need help please"	O O B-OTH O O O O O O O O O O O O O O O B-FD I-FD O B-WAT O O B-SHL I-SHL I-SHL O O B-MED O O O O B-OTH I-OTH O	request
165	"I don't understand what you are doing as I am a victim.  I cannot go give blood.  On the contrary, you have to help me."	O O O O O O O O O O O O O O O O B-MED I-MED O O O O O B-OTH I-OTH I-OTH I-OTH	request
166	"I am in need of food, my medication is in the area of Bombardopolis, Haiti"	O O O B-FD I-FD I-FD O B-MED O O O O O O O	request
167	I run out of underwear.  People are helping me.  If you can do something for me if it is possible.	O B-OTH I-OTH I-OTH I-OTH O O O B-OTH O O O O O O O O O O O O O	request
168	The poor rains resulted in below-average crop production and weak recovery of rangeland conditions.	O O O O O O B-FD I-FD O O O O O O	request
169	we are now in petit goave #55 benoit street.  we have problems to get shelter health services and food.  please help us by the grace of god	O O O O O O O O O O O O O O O B-SHL B-MED I-MED O B-FD O O B-OTH I-OTH O O O O O	request
170	requesting power and financial support for victims in La roche	B-OTH I-OTH O B-OTH I-OTH O O O O O	request
171	RT novaspivack The earthquake in Haiti is worse than dire.  Follow #haiti unimaginable and relentless suffering there.  They need our .	O O O O O O O O O O O O O O O O O O O O O O O	request
172	"help us we need tent, water and food.  we are dying of hunger.  please help"	O O O B-SHL I-SHL B-WAT O B-FD O O O O O B-FD O O B-OTH	request
173	"here,i'm i don't find medicin just resting to die where i can find it?"	O O O O B-MED O O O O O O O O O	request
174	"Sir we request UN people that if you give aid in Sindh please bring it directly to flood affected area, In our district NGOs work only on directions of MPA and MNA.  We have no food, tent or clean water.  Please to all of us."	O O B-OTH O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O B-FD I-FD B-SHL O B-WAT I-WAT O O O O O O	request
175	"One girl has a fever, a cough and some chest pain and is not better yet."	O O O O B-MED I-MED I-MED I-MED I-MED I-MED I-MED O O O O O	request
176	"Prior to this disaster, we experienced devastating veld fires because we went almost immediately from winter to summer, with virtually no spring.  Most of the displaced are living in temporary camps under tarpaulins, which are not appropriate for families, especially children, who will have to face chilly weather conditions very soon.  At least 3,500 dead after 6. 3-magnitude quake strikes Java's central region"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	request
177	"Adequate funds for the procurement of food supplies, vegetable seeds and medicines is required to ensure a timely distribution."	B-OTH I-OTH O O O O B-FD I-FD I-FD I-FD O B-MED O O O O O O B-OTH	request
178	where can i find the public health aquatable distribution just to distribute some in my camp that i manage.	O O O O O O B-MED O B-OTH O O B-OTH O O O B-SHL O O O	request
179	Afternoon brief on the recovery efforts for Red Cross Hurricane Sandy NY.  @RedCrossPhilly @keithalvey @RedCross http://t. co/rZcPtoRycan anyone confirm how crammed the #b62 is right now/will be around 7/730? any info at all? #sandycommute #brooklyn #greenpoint #help	O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH O O O O O O	request
180	"The Government has requested international assistance in the response to the disaster, with particular importance placed on the need search and rescue capacity, medical teams, supplies and tenting for hospitals, heavy equipment for rubble removal and helicopters for transport and access to blocked areas."	O O O O O B-OTH O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH B-MED I-MED B-OTH O B-SHL O B-MED B-OTH I-OTH I-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH	request
181	I want help because I have cold	O O B-OTH O O O B-MED	request
182	"We don't have foods,asistance and water. .  it seems that it will rain and we suffer a lot. we're on delmas 15"	O O O B-OTH O B-WAT O O O O O O O O O O O O O O O O O	request
183	"I AM SICK, I HAVE FIEVER ,PLEASE SEND ME A TENT ,MY HOUSE IS IN METAL PLATES,NOT SO GOOD COME TO HELP ME"	O O B-MED O O B-MED O O O O B-SHL O B-SHL O O O O O O B-OTH I-OTH I-OTH I-OTH	request
184	"In Cap Haitian there are a lot of problems : lack of food, medication, housing"	O O O O O O O O O O B-FD I-FD I-FD B-MED B-SHL	request
185	Where can I find a health center in La Plaine	O O O O O B-MED I-MED O O O	request
186	"The ninth municipal section Citroniera in Leogane, needs help with health care, food, shelter."	O O O O O O O B-OTH I-OTH O B-MED I-MED B-FD B-SHL	request
187	"The camp that i responsible need urgent aids, theyre weting by rains,the sickness distub them, theyre hungry so you stay without nothing to say."	O B-SHL O O O O B-OTH I-OTH O O O O B-MED O O O B-FD O O O O O O O	request
188	"The NWFP branch of the Pakistan Red Crescent has already provided 20 tents, 200 blankets, 960 metres of unstitched cloth and 200 towels to Mansehra district."	O O O O O O O O O O O O B-SHL O B-OTH O O O B-OTH I-OTH O O B-OTH O O O	request
189	"This includes drugs, chlorine, plastic sheeting, blankets and tents to erect temporary health centers to replace the structures, which have collapsed."	O O B-MED B-OTH I-OTH I-OTH I-OTH O B-SHL O O B-MED I-MED I-MED O O O O O O O	request
190	"By ABDIMALIK HAJIR Hunger stricken families in Garissa County are desperately appealing for relief food, water and medical services from the government and the international aid agencies as drought intensifies and the expected short rains delayed."	O O O B-FD O O O O O O O O O B-FD I-FD B-WAT O B-MED I-MED O O O O O O B-OTH I-OTH O B-WAT O O O O O O O	request
191	People in Petit Goaves need medical assistance as well.  Please be aware of that as well.	O O O O B-MED I-MED I-MED O O O O O O O O O O	request
192	"We are in the area of Petit Goave, we would like . .  we need tents and medication for flu/colds."	O O O O O O O O O O O O O O O O B-SHL O B-MED I-MED I-MED	request
193	I have a person alive under the Caribbean market.  help me save them.	O O O O O O O O B-OTH O B-OTH I-OTH I-OTH I-OTH	request
194	"A recent upsurge of fighting between pro- and anti-government forces in the northern Liberian county of Lofa ""has demanded a new emergency response"", according to the statement, also signed by Children's Aid Direct (CAD), Concern, Handicap International, International Rescue Committee (IRC), Lutheran World Federation/World Service (LWF/WS) and Merlin."	O O O O O O O O O O O O O O O O O O O O O B-OTH O O O O O O O O O B-OTH O O O B-MED O O B-OTH I-OTH O O O O O O O O	request
